  PID NAME                       
 7147 system
 7184 com.miui.miwallpaper
 7849 com.lbe.security.miui
 7861 [kworker/u16:4-devfreq_workq]
 7866 com.xiaomi.mi_connect_service
 8784 com.xiaomi.xmsf
 8861 [seninf_tsrec-0]
 9889 mpbe_service
11438 [kworker/u17:3-ged_notify_sw_vsync]
11575 com.mi.globalminusscreen
11842 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:
12512 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:
13747 vendor.xiaomi.hw.touchfeature-service
13959 com.mi.appfinder
14348 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:
14629 com.google.android.gms
15678 [kworker/2:2H-kverityd]
16102 [kworker/0:2H-kverityd]
16127 [kworker/3:5H-fsverity_read_queue]
16667 [kworker/R-main_]
16858 com.miui.securitycenter.remote
16954 [kworker/0:4H-kverityd]
17098 [kworker/u16:6+vcore_wq]
17216 com.google.android.marvin.talkback
17421 [mml_drm_done]
17422 [mml_work0]
17423 [mml_work1]
17770 com.mi.android.globallauncher
19615 [kworker/7:0H-kverityd]
20284 [kworker/2:0H-kverityd]
20291 [kworker/5:0H-kverityd]
20364 [kworker/4:1H-kverityd]
21424 [kworker/1:2-events]
21605 wpa_supplicant
21770 [kworker/7:1-mm_percpu_wq]
21774 [kworker/u16:0-ged_fence]
21775 [kworker/u16:3-ged_fence]
21904 com.google.android.gms:snet
21971 [kworker/0:2-events]
22073 [kworker/6:1-mm_percpu_wq]
22211 com.google.android.gms.learning
22299 [seninf_tsrec-8]
22403 com.miui.securitycore.remote
22843 audioserver
22848 android.hardware.audio.parameter_parser.service
22852 android.hardware.audio.service-aidl.mediatek
23154 com.google.android.youtube
23173 android.process.acore
23216 [kworker/1:2H-kverityd]
23218 [kworker/0:0H-kverityd]
23277 [kworker/5:2-mm_percpu_wq]
23281 [kworker/0:1-pm]
23295 [kworker/2:3-events]
23322 [kworker/7:0-mm_percpu_wq]
23868 [kworker/2:3H-kverityd]
23869 [kworker/4:2H-kverityd]
24059 [kworker/7:4H-kverityd]
24066 [kworker/6:2H-kverityd]
24069 [kworker/7:9H-kverityd]
24071 [kworker/7:11H-fsverity_read_queue]
24096 [kworker/6:3H-kverityd]
24219 [kworker/4:0-mm_percpu_wq]
24235 [kworker/u16:5-ged_fence]
24270 [kworker/3:12-pm]
24419 [kworker/3:1H-kverityd]
24420 [kworker/6:3-events]
24425 [kworker/1:3-events]
24480 [kworker/4:4H-kverityd]
24481 [kworker/4:5H-kverityd]
24483 [kworker/4:7H-kverityd]
24566 [kworker/5:6H-kverityd]
24742 abb
25138 [kworker/3:3H-kverityd]
25194 [kworker/4:8H-kblockd]
25195 [kworker/4:9H-kverityd]
25840 [kworker/u16:1-ufs_clkscaling_0]
25905 [kworker/7:1H-kverityd]
25907 [kworker/0:1H-fsverity_read_queue]
25964 com.xiaomi.aicr:cognitionService
25967 [kworker/R-fs_su]
26005 [kworker/0:3H-kverityd]
26153 [kworker/6:1H-kverityd]
26154 [kworker/1:0H-kverityd]
26285 [kworker/7:2H-kverityd]
26365 [kworker/6:5H-kverityd]
26450 [kworker/4:11H-kverityd]
26522 [kworker/1:3H-kverityd]
26524 [kworker/1:6H-kverityd]
26842 [kworker/5:10H-kverityd]
27144 com.microsoft.appmanager
27157 [kworker/2:1H-kblockd]
27178 [kworker/5:11H-kverityd]
27179 [kworker/7:5H-kverityd]
27320 android.process.media
27423 [kworker/1:0-pm]
27507 [kworker/2:4H-kverityd]
27520 [kworker/4:1-events]
27577 [kworker/3:0-events]
27620 [kworker/3:0H-kverityd]
27621 [kworker/3:2H-fsverity_read_queue]
27664 [kworker/2:0-pm]
27774 [kworker/2:5H-kverityd]
27775 [kworker/2:6H-kverityd]
27960 [kworker/0:5H-fsverity_read_queue]
27986 com.miui.securitycenter
28012 [kworker/u17:5-rx5_worker]
28015 [kworker/u17:7-mml_done]
28189 [kworker/5:0-events]
28277 [kworker/1:1-events_power_efficient]
28281 [kworker/6:0-mm_percpu_wq]
28675 [kworker/7:2-events]
28930 [kworker/u16:2-ged_fence]
28985 [kworker/2:7H-kverityd]
29062 [kworker/4:0H-kverityd]
29124 com.milink.service:audio
29127 com.google.android.inputmethod.latin
29132 [kworker/7:3H-fsverity_read_queue]
29174 [kworker/6:0H-kverityd]
29194 [kworker/6:4H-kverityd]
29214 [kworker/6:6H-kverityd]
29220 com.miui.analytics
29277 com.xiaomi.aon
29320 com.google.android.aicore
29403 [kworker/1:1H-kverityd]
29423 com.microsoft.deviceintegrationservice
29429 com.google.android.apps.wellbeing
29476 com.microsoftsdk.crossdeviceservicebroker
29577 [kworker/7:6H-kverityd]
29661 com.microsoft.appmanager:pnsvc
29851 com.google.android.as
29892 com.android.camera
29994 [kworker/2:8H-kverityd]
30132 com.miui.aod
30219 com.xiaomi.trustservice
30226 com.google.android.ext.services
30260 com.miui.misound
30271 com.miui.misightservice
30300 com.facebook.services
30328 com.xiaomi.discover
30425 com.android.htmlviewer:remote
30592 com.google.android.permissioncontroller
30697 com.instagram.android
30880 com.android.vending
30931 [kworker/5:1H-kverityd]
31004 com.facebook.katana
31101 com.xiaomi.mi_connect_service:idm
31161 com.google.android.rkpdapp
31479 [kworker/4:2-mm_percpu_wq]
31555 com.miui.msa.global
31627 [kworker/R-vdec_]
31628 [kworker/R-vdec_]
31769 com.android.vending:background
31901 [kworker/3:1-events]
31961 com.google.android.adservices.api
32254 com.milink.service
32274 com.android.keychain
32527 com.milink.crossdeviceservice
32664 [kworker/5:2H-kblockd]
32672 [kworker/5:3H-kverityd]
32673 [kworker/3:4H-kverityd]
32677 com.miui.thirdappassistant
32717 com.miui.thirdappassistant:persistent
